"city","street","address","location/lat","location/lng","reviewsCount","website","imageUrls/0","phone","description"
"Uppsala","Klostergatan 9","Klostergatan 9, 753 21 Uppsala, Sweden","59.8603454","17.636511","17","http://www.coworkcity.se/","https://lh5.googleusercontent.com/p/AF1QipNJAD1ndGQUbTQtcWj73WA4n0uBHWTTn_6JqO3p=w1920-h1080-k-no","+46 70 092 52 52",
"Ramnäs","Schenströms väg 1","Schenströms väg 1, 730 60 Ramnäs, Sweden","59.7805482","16.1823928","182","http://schenstromska.se/?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://lh5.googleusercontent.com/p/AF1QipPGenUNfczx00dmEScFl1nPHseFRJz2FSvRuWaK=w1920-h1080-k-no","+46 220 350 57","Warm rooms & suites with free Wi-Fi & flat-screens in a laid-back hotel offering dining & a bar."
"Västerås","Kopparbergsvägen 10","Kopparbergsvägen 10, 722 12 Västerås, Sweden","59.6109367","16.5499344","541","http://www.acc.se/","https://lh5.googleusercontent.com/p/AF1QipPjl9rUaLgnf04F9C3vbDrze1-P9W8nstFvKZ9p=w1920-h1080-k-no","+46 21 10 11 20","Conference center with over individual 40 spaces, plus 1,000-seat restaurant and accomodation."
"Uppsala","Rådhuset, Vaksalagatan 2","Rådhuset, Vaksalagatan 2, 753 20 Uppsala, Sweden","59.8589736","17.639611","6","https://unitedspaces.com/sv/location/uppsala","https://lh5.googleusercontent.com/p/AF1QipNPp1H0e6GM0W3WSFobxI3-5pnHgqkrGEDR3a0X=w1920-h1080-k-no","+46 18 60 60 10",
"Hallstahammar","Skantzgatan 7","Skantzgatan 7, 734 40 Hallstahammar, Sweden","59.6138013","16.2116221","371","http://www.asbyhotel.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5EWkZ43dhppuuEmXRGcAjv8ck2_eD_OpJ8pCmeTrnw24Y4hKRP8mV8fGxOre_b9qL5LW1yNFGgdsxb8KNZw-H4_KC90qKFMc08BVOkGaYJVG4IJVhy26FrVs5q_RfpU7JA-0yt4-SOm0ucSLUcXlfvHJK9EoVVqaXVnVoeNkNh2j2eixcwWAE70=w1920-h1080-k-no","+46 220 212 00","Casual waterfront getaway with dining, live entertainment & games, plus bowling."
"Örebro","Stenbackevägen 6","Stenbackevägen 6, 702 25 Örebro, Sweden","59.2607471","15.1967291","110","https://myofficesweden.se/","https://lh5.googleusercontent.com/p/AF1QipPpopl78wZVvtzpI5xCnsNaZMKxvTjqmZUtG6Wp=w1920-h1080-k-no","+46 19 18 40 43",
"Örebro","Storgatan 24","Storgatan 24, 703 61 Örebro, Sweden","59.2771295","15.2161771","588","https://www.firsthotels.se/hotell/sverige/orebro/first-hotel-orebro/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Er4fXHEYZ8XNPzRgHcxFf8DM13DdEkGevQntwl3rvqm0v4l6BrKHc4poYKDsUia5B1g0-sMn8zhf0UHgFdegCQjMovdT21oeqsivpQtTeaNt2IcgGjRY5D3qdvhyOGog0BO_nFvVZJJ0JcJIIJgAngyl316tbibzMbBe7_do6eymn60BoHF5qwRQ=w1920-h1080-k-no","+46 19 611 73 00","Colorful quarters in a casual property offering a courtyard, a lobby bar & free breakfast."
"Örebro","Klostergatan 23","Klostergatan 23, 703 61 Örebro, Sweden","59.2769222","15.2127328","183","https://www.citykonferenscenter.se/","https://lh5.googleusercontent.com/p/AF1QipPotDOmG-UNpQKFAzyWJo_P3eVrCgf1A1HkGih9=w1920-h1080-k-no","+46 19 672 16 02",
"Örebro","Kungsgatan 14","Kungsgatan 14, 702 11 Örebro, Sweden","59.270497","15.2137669","1456","https://www.strawberry.se/hotell/sverige/orebro/clarion-hotel-orebro/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh5.googleusercontent.com/p/AF1QipOZ3bqZmw6Gud2qWgi7KTZsl5TGW3nUvx71yBdz=w1920-h1080-k-no","+46 19 670 67 00","Casual hotel offering a lounge, a sauna & a restaurant/bar, plus free breakfast & Wi-Fi."
"Malmköping","Furugatan","Furugatan, 642 60 Malmköping, Sweden","59.138003","16.7221849","239","http://www.hotelmalmkoping.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Hprl8eMreFiynfuf5wm1Uw6ckg7HySX8D0aNguA6orP6yezNVxQL8fN0WeTowtJFXYdYt9C0b1QFAs9KdYe1bLWKYRjYqJjK_PQjiydEqN7v3PlTjKzJo3YuG9-hJu1DTymgRgcAkAacVIpn0qtqZmXiGppL79zX6ceycdVyLet7saB2TppOtc4Q=w1920-h1080-k-no","+46 157 245 80","Casual rooms in an unassuming hotel offering a restaurant, a sauna & a bar, plus free breakfast."
"Malung","Moravägen 11G","Moravägen 11G, 782 31 Malung, Sweden","60.6857864","13.7205234","400","http://www.sankt-olof.se/","https://lh5.googleusercontent.com/p/AF1QipNjbxsvR0ZGKQoCWKoJqxV-VRR0ZPj1TH50qWYY=w1920-h1080-k-no","+46 280 550 60","En suite rooms, some with balconies, in a property with a cozy pub, meeting space & free WiFi."
"Umeå","Storgatan 46","Storgatan 46, 903 26 Umeå, Sweden","63.8251757","20.2605586","80","http://p5.nu/","https://lh5.googleusercontent.com/p/AF1QipOZzJdEU1GRFNIyDRoUAlmArNKnU-yj6hPNhnmI=w1920-h1080-k-no","+46 90 690 48 05",
"Grebbestad",,"457 95 Grebbestad, Sweden","58.673003","11.263228","2314","http://www.tanumstrand.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5EuQGkqX_ARJFxNBCWYzhmJ-Rhr6cVrAoyk2j2D9bFqhrEGoetxBALcej30PZ2TVGr9P3KIZ3udOPJaGbI7MtCNfKHb7-4H1jkacb6_Jf44iluUCtHAVeD89YiHys13v_x1fSAiVi2rBir3Zlv8e_WVgt-wdSg94-cCgiEvZQxtE_U7kXM40Po2=w1920-h1080-k-no","+46 525 190 00","Laid-back hotel offering 3 restaurants, a marina & a spa, plus indoor & outdoor pools."
"Stockholm","Nils Ericsons Plan 4","Nils Ericsons Plan 4, 111 64 Stockholm, Sweden","59.3299581","18.0560311","1079","https://www.stockholmwaterfront.com/","https://lh5.googleusercontent.com/p/AF1QipN53a7RIrrZcd6qL3FyLM1gGW5fOOobRGFxENz2=w1920-h1080-k-no","+46 8 505 060 00",
"Stockholm","Gustavlundsvägen 12 Bromma","Gustavlundsvägen 12 Bromma, 167 51 Stockholm, Sweden","59.332723","17.9850977","4","https://www.regus.com/sv-se/sweden/stockholm/gustavslundsvagen-12-4969?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=4969","https://lh5.googleusercontent.com/p/AF1QipPLBAuuwPBnZU1yyomCvK456TsHSk_R_EjBZMDR=w1920-h1080-k-no","+46 8 519 472 00",
"Bromma","Gustavslundsvägen 141","Gustavslundsvägen 141, 167 51 Bromma, Sweden","59.3287506","17.984516","62",,"https://lh5.googleusercontent.com/p/AF1QipN3_3uCiOwW8KBMZiaWFfFHcZQI6OtQnqXQ0tzV=w1920-h1080-k-no","+46 10 559 65 71",
"Uppsala","Sysslomansgatan 8, 2tr","Sysslomansgatan 8, 2tr, 753 11 Uppsala, Sweden","59.8597458","17.6299922","18","http://www.officepoint.nu/","https://lh5.googleusercontent.com/p/AF1QipOBfiSxi53ePtnxt5RZ9Q2hltnqqgjn0fIHTsFd=w1920-h1080-k-no","+46 76 007 29 00",
"Bro","Aske allé 2","Aske allé 2, 197 92 Bro, Sweden","59.6078944","17.6442056","300","http://www.villaaske.se/","https://lh5.googleusercontent.com/p/AF1QipMRXqzHGLMkXaZh2nQ7IryuOfRQl1Nxom1l3B6T=w1920-h1080-k-no","+46 8 584 222 00","Individually decorated rooms in a conference hotel with an airy restaurant, a gym & event space."
"Stockholm","Guldgränd 8","Guldgränd 8, 104 65 Stockholm, Sweden","59.3204765","18.0692835","3286","https://www.hilton.com/en/hotels/stoslhi-hilton-stockholm-slussen/?SEO_id=GMB-EMEA-HI-STOSLHI","https://lh5.googleusercontent.com/p/AF1QipOUi55BDgrTC6lit3S-Ifk9cUKB4vY-to-fuX3z=w1920-h1080-k-no","+46 8 517 353 00","Bright rooms in a modern hotel offering a casual restaurant, a gym & a bar."
"Uppsala","Övre Slottsgatan 5","Övre Slottsgatan 5, 753 10 Uppsala, Sweden","59.8562724","17.6306702","320","http://www.akademihotellet.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5G_8O5f3fwZbA5MlV0P0IICScJLAyXMJnXfXw8hNaw8KhkZ8gpgQVDjnVJn_afx8y9xohD4BFuE4OGty7fca1bmNtq8_PVMCYOaPzFzF2nEFUgbGE__SPcM8Y6PVCPYTdH0lduTt0eEDgFX215bS51oHm66Spg-OGXG5TaZXBfJwnlngOIsEKS3AQ=w1920-h1080-k-no","+46 18 15 51 90","Unassuming rooms in a laid-back hotel offering an exercise room, a sauna & 2 lounges."
"Stockholm","Rålambshovsleden 50","Rålambshovsleden 50, 112 19 Stockholm, Sweden","59.3314903","18.0216662","1871","https://www.marriott.com/en-us/hotels/stocy-courtyard-stockholm-kungsholmen/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0","https://lh5.googleusercontent.com/p/AF1QipNmAXYqLAFj6sLFGySF_cixkaHVy3_XqTvKiIRJ=w1920-h1080-k-no","+46 8 441 31 00","Relaxed rooms, some with balconies, in a polished hotel offering an elegant restaurant & a gym."
"Stockholm","Kungsgatan 70","Kungsgatan 70, 111 20 Stockholm, Sweden","59.3338272","18.0558877","3301","http://www.scandichotels.com/grandcentral","https://lh3.googleusercontent.com/gps-proxy/AE4_-5F5u83J7zMhaoymLlcPnLKQCbwJz4Jqnhurd9vODixVczGsD0n69i5xYepAwD0t3fsVhQhq6S40Irb1B7C6qfiAW0o6ZRCxLjBPFMMgtA9r3MIOvxlHptMwiGhf-tg7JSVHCY7StE0dTu5Fb6Mtt45z_swk9iNyKdT1-Lsplb2_fK_F9UcV7AA=w1920-h1080-k-no","+46 8 512 520 00","Posh rooms & suites in a stately pick offering fine dining & chic bars, plus a gym and loaner bikes."
"Sigtuna","Stora Gatan 79","Stora Gatan 79, 193 30 Sigtuna, Sweden","59.6141701","17.7131463","259","http://www.32rok.se/","https://lh5.googleusercontent.com/p/AF1QipOAxk26BtRaAoK80yuLIJn8TtFnRBFrpNL7aeW6=w1920-h1080-k-no","+46 8 592 566 95","Casual rooms in a lakefront hotel offering free breakfast, plus dining, a garden & meeting rooms."
"Malmö","Bredgatan 4","Bredgatan 4, 211 30 Malmö, Sweden","55.6075775","13.0179996","33","http://www.theground.se/","https://lh5.googleusercontent.com/p/AF1QipMU9ir5c_qeUcWX_acH8Z9oFnFN2baeEyB6lsrC=w1920-h1080-k-no","+46 76 316 39 95",
"Nykvarn","Gamla Strängnäsvägen 335B","Gamla Strängnäsvägen 335B, 155 91 Nykvarn, Sweden","59.1938226","17.4457959","241","http://www.turingehotel.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5FArYRFfeTNBLmmNcbGzUrVgFi35kw8Mdtfotk2xHWsPot-2utN6m0haD53oaDn40AEy3coCvdRoYV6CoGRUes0UaHdIzxUC1iqR_8cfjptHcsr-fXk6ZkaCSJipg4fk0kE9dd_Iabc69VEVE-ck2HiDlcIg6sGpaTc-1b1OfQK1yQtI92uw5lp=w1920-h1080-k-no","+46 8 14 22 14","Informal hotel offering complimentary breakfast & dinner, plus a restaurant & meeting space."
"Bromma","Åkeshovs gårdsväg 11","Åkeshovs gårdsväg 11, 168 38 Bromma, Sweden","59.3407417","17.9246","273","http://www.akeshofsslott.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5E8QvJ-tMx2HMSmHd5DgR-ecdbNxlC5Au3Nzr28HspxumRl9jtY3dkOtTeMDKvFU-KhoV5f33KjMQDCqunDffHlpXmwKfHt8hJkUT1JPcBosJHDTJvO0-gC9JY8KFNyL-5qatzHPynAaQdBgbnuGVdQpGbbo_KfAzCMN7HLKZP8cHAr8EJXpQsZIw=w1920-h1080-k-no","+46 8 445 80 77","Uniquely styled rooms in a refined 17th-century castle hotel with posh dining, a bar & a sauna."
"Arlandastad","Bristagatan 22","Bristagatan 22, 195 60 Arlandastad, Sweden","59.6210761","17.8727954","1253","http://www.arlandahotellby.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GK1zXsHwlwrooIfVqFG5HhVyt1kQyzqlf4h0uI7gVZwBTMI_wMBuCfmlGG-l4G8V8KXf_vkwnT_JKtvfem1DNUB0Lf4xb3Runa0DIU-Ejnj9XzRz9Si0YMbwwX1Ew3dpRgA1rewlFHoKWVdeKOWSDprS3A9TC2gcRUKG3tGKeXmesQY5RYqO6k=w1920-h1080-k-no","+46 8 597 897 00","Straightforward hotel featuring a sauna, a gym & a restaurant, plus free breakfast, parking & Wi-Fi."
"Kista","Arne Beurlings Torg 3","Arne Beurlings Torg 3, 164 40 Kista, Sweden","59.4068811","17.9572212","2464","http://www.scandichotels.se/victoriatower","https://lh5.googleusercontent.com/p/AF1QipOKMjgFMmDSAMPvVDLT_k_mEtp28ere0zM-OaPY=w1920-h1080-k-no","+46 8 517 533 00","Polished hotel offering a bright restaurant, a gym & a rooftop bar, plus free breakfast & Wi-Fi."
"Uppsala","Odinslund 3","Odinslund 3, 753 10 Uppsala, Sweden","59.8568623","17.6312947","444","https://www.villaanna.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HNnvrUIMVMOEXKJx6CDhlAASGoIlC0weT7pdpZTYlVrZqO-aZZqm9RML5e8B2AcFydxgnlbP8tz9pqMmdlf61QlqrLEHqcKLXW1Otisby4wFnP03mRO0mYV99zWNNYMDSOxdDzxAP8Ae6Hjvm203BJsrwaG8uck7c6PR_PzgiNxNvc5QovPRg4=w1920-h1080-k-no","+46 18 580 20 00","Formal hotel offering a wine cellar, a terrace & a restaurant/bar, plus breakfast & Wi-Fi."
"Stockholm-Arlanda","Tornvägen 2","Tornvägen 2, 190 45 Stockholm-Arlanda, Sweden","59.6489812","17.931043","3096","https://www.strawberry.se/hotell/sverige/stockholm-arlanda-airport/clarion-hotel-arlanda-airport/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Hwf0r9WnykG7fee1tXxVFtsbLgZ-6wsjjgetV4fkP5DJvP5C-1ExcysH_hdWPU-43T3gAyYGzceV0JuNjBsh8O2pTDbRDuQO43z2QtxeJYvCEH4aIvSTtR2UFKiWflaF49G5WnSKBb_XDkWQ1Iox1KegYRIueMpiGSiHDYezKs8LIO8chQZtO-OQ=w1920-h1080-k-no","+46 8 444 18 00","Slick rooms & suites in a modern airport hotel with 2 restaurants, a sky bar & an outdoor pool."
"Stockholm","Sankt Paulsgatan 22A","Sankt Paulsgatan 22A, 118 48 Stockholm, Sweden","59.3179398","18.0650409","3","https://www.nextgenretailhub.com/","https://lh5.googleusercontent.com/p/AF1QipOqn3A51N4QpbyquxB4B2BLVQfe0dADe1gHVZdk=w1920-h1080-k-no","+46 8 442 00 30",
"Mörkö","Mörkö","Mörkö, 153 93 Mörkö, Sweden","59.0678597","17.6660087","263","http://www.engsholm.se/","https://lh5.googleusercontent.com/p/AF1QipNynTmfjQlR4kkW9ZYY9jShFcMJHas3UIjcg8sN=w1920-h1080-k-no","+46 8 551 551 00","Upscale hotel in an enduring castle from the 1300s, with fine dining & a seaside dock."
"Bromma","Margretelundsvägen 125","Margretelundsvägen 125, 167 36 Bromma, Sweden","59.340879","17.964009","652","http://www.ulfsundaslott.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GJ5vFMKwMzaM03gbMhZtpuUcccBhDWxc9m12n5Se_WnAT_518BA6ScpK4EJ4IsDB3wmcUvqptPWPY4imdTquLEkQuk_ghVSE6sO0zoDqso70a28W-3QeMjCxmf-Od3ylLdsKlbkpBFj8F3dfoHrtbtKe1KLywRDqSmLyPRhtZ8dXo6tn57UmcdZQ=w1920-h1080-k-no","+46 8 704 49 40","Upmarket rooms in a genteel castle hotel with a wine cellar, a regional restaurant & breakfast."
"Norrköping","Hospitalsgatan 5","Hospitalsgatan 5, 602 27 Norrköping, Sweden","58.5909519","16.1877036","718","http://www.thelamphotel.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5FfgVpKAWSNhcimtMAarvBvUb2O3V9ivpclN0oBJ8KhNSZXg6eyc0bhF1Ce0izAJx52FMNbMYnFy9FGXaRcoO4teAPqGQ8xKp8Kh-bp4YHCASTF7CbtlKmGlwJPiq6pR_m01JfwmicoZHCBLpMp6rbF8KUu-2sx8lDAgrWYMjKXnhUHt8nHKl0=w1920-h1080-k-no","+46 11 12 20 10","Plush hotel featuring sleek, refined rooms, plus an upscale restaurant, a spa & breakfast."
"Stockholm","Vasagatan 22","Vasagatan 22, 111 20 Stockholm, Sweden","59.3310944","18.0595668","3994","https://www.scandichotels.se/hotell/sverige/stockholm/scandic-continental","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HKb7i2WiNSBxRfe8_uoI8Tl0Y6d5cHHmOMugmf4WyKCk-v4FnZH9pqKuByRaEGwItYkV64u5SXq5uU108xi6jQtuV_1HzqgKzXLFk9yX3hDZRzdanUQcqTgovniCIhlwl9BRsIW8QUn8h-bs_eYuUClGD4mY4kpsUy2mjhp7VcmgbPaCA41iZs7Q=w1920-h1080-k-no","+46 8 517 342 00","Hip property featuring a modern restaurant, a cafe & a rooftop bar, plus a gym & 25 meeting rooms."
"Älvsjö","Mässvägen 1","Mässvägen 1, 125 30 Älvsjö, Sweden","59.2764941","18.0109389","895","http://www.royalstarhotel.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HU9L8QuVp4tUbi-iOONx8rK8MJ7X3NNxh2hwDYzS9aJACWictemucaav_UmFoUI4cKkfr5TGB_r-cZ_XpPFjvX2gEzuJN9ejG7eKfxegMWvvALXd4gyRxJ7sgCsDxyhd3PgMHnNtWKPPDVohhLzzwbrDcXY2Q6M-MycOVCwRvlioYvUGbzJNib=w1920-h1080-k-no","+46 8 99 02 20","Straightforward property featuring free Wi-Fi, breakfast & parking, plus dining, a gym & a sauna."
"Sigtuna","Stora Nygatan 3","Stora Nygatan 3, 193 30 Sigtuna, Sweden","59.6147222","17.7197222","485","http://www.sigtunastadshotell.se/","https://lh5.googleusercontent.com/p/AF1QipN53tYPk1p8f4iLGGZL0yqz2YZWTJt5OKq-p8M3=w1920-h1080-k-no","+46 8 592 501 00","Contemporary rooms in a polished hotel offering lake views, a restaurant & a terrace."
"Stockholm","Östgötagatan 65","Östgötagatan 65, 116 64 Stockholm, Sweden","59.3108334","18.0786205","415","http://hotelpoint.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5ETbgVyd4l91zn8f0pIBVntUWG9CS0CUiERbsTctWFMGcGqwXTI1Q2gN9EbuV70y7LPk5F65BXEOmI3EKFahymlvQ8eacfhVBdUGLgB7NNbqVr843EGJVAoxf5pJDXLop6gn44-_U0499fzWcoigFoZD4bpvDQ0Wqx5B3iY4lypvQlY3eVetfNGmQ=w1920-h1080-k-no","+46 8 640 00 65","Airy rooms in a polished hotel offering free Wi-Fi & a hip restaurant serving Italian cuisine."
"Kista","Isafjordsgatan 21","Isafjordsgatan 21, 164 40 Kista, Sweden","59.4028154","17.9498","541","https://www.nordicchoicehotels.com/hotels/sweden/stockholm/comfort-hotel-kista/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5H0uwwTRhcana590RIJD8Ihe9n4PSmDr7wBO37aUonbrCb7w573YB-JY8u9y0WTi0deOKWG3RpTSJPsak9BsHU1gKiAiluX82P7eleQQxxmzKACwZvJHYF4CTiFbC0G_F2PHqzVJtCWHJVPzpIq3PVo_QFQAjFnn_K_AXhwviu-v8Y-5HBHVzHa=w1920-h1080-k-no","+46 8 509 280 30","Simply furnished quarters in a laid-back hotel offering a cafe & a gym, plus free Wi-Fi & breakfast."
"Stockholm","Långholmsmuren 20","Långholmsmuren 20, 117 33 Stockholm, Sweden","59.321345","18.0252345","980","https://langholmen.com/hotell","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HakiG7Z3U5qw4O1WgT2xmo8zS4muIWysYVNDUW4fpptrYjokCzu_XcxzQZoQv5l-sWWOngZWxsiznLfWQvo5uf3c-tA60TsLyZ8nwfNQ75ihIwuaqGOBR63sU8J1NDeWFyWjk6mrabhoosldxhdXBo6mZVNukhxAo5_GlT2ptgV7LX7Frnt00I=w1920-h1080-k-no","+46 8 720 85 00","Simple quarters, a restaurant & a bar in a relaxed hotel set in a former prison."
"Stockholm","Ferkens gränd 2","Ferkens gränd 2, 111 30 Stockholm, Sweden","59.3242299","18.0750616","178","https://www.hotellskeppsbron.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5ETGkRn4VT-2-oMxZg2uTlY4JuTbKKfvwK5IVm6Q6GwwthOgAsJ4gSC7TwcSHcEyQG5Hfxtc175crIivt5E26g9o6z7bNjI7l4pBWs8_gqIW8FKyu447RqzY2ZiJI56eZO_ozcKMnp-WDD9GkaeMZWuUmWYCEyLuYy-orgOl26A1l_JPdD57Io=w1920-h1080-k-no","+46 8 121 548 00","Refined hotel with bright quarters in converted underground vaults, plus meeting space & free Wi-Fi."
"Stockholm","Drottning Kristinas väg 15-19","Drottning Kristinas väg 15-19, 114 28 Stockholm, Sweden","59.347293","18.070718","515","http://www.nymble.se/","https://lh5.googleusercontent.com/p/AF1QipPazwNk0EnnEpElUEUw0YTPojfc-cgjgUZHoB4p=w1920-h1080-k-no","+46 73 644 14 14",
"Uppsala","Dragarbrunnsgatan 69","Dragarbrunnsgatan 69, 753 20 Uppsala, Sweden","59.855349","17.647143","141","https://duvanhotell.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5EE_ZCHXmGwnXt5XbgtnhoLiMr1GLz5gO3eqYJQJUz1-pFIl_tnDOh4PGX-rlpGti39KfsgEhX4xjnKCK6_gm8tlapans5tOngOhzbKw9dKXA512IAsMTGauC4mHWfumtgZ-nWjdVPUsQDgI1dvstvx8V4h2H2bJQmd_rtc63iXxZvQDypI-lELUw=w1920-h1080-k-no","+46 18 56 40 35","Informal rooms in an unpretentious hotel offering breakfast, plus a shared kitchen & lounges."
"Spånga","Finspångsgatan 54","Finspångsgatan 54, 163 53 Spånga, Sweden","59.3909825","17.8725921","335","https://www.bestwestern.se/booking-path/hotel-details/sure-hotel-by-best-western-spanga-stockholm-56043","https://lh5.googleusercontent.com/p/AF1QipNpSu0genv6n7FbCq_YFjUt1wjztKM1mhUrLly0=w1920-h1080-k-no","+46 8 36 25 40","Utilitarian budget hotel with simple rooms, plus a casual bar & complimentary parking."
"Sollentuna","Landsnoravägen 110","Landsnoravägen 110, 192 55 Sollentuna, Sweden","59.4302626","17.9828187","606","http://www.bergendal.se/","https://lh5.googleusercontent.com/p/AF1QipN3eIsZQ-0P3sXVF7ywtGbnlgNi8zLKykw4qvNc=w1920-h1080-k-no","+46 8 444 51 50","Premium conference hotel offering a sleek restaurant with bay views, plus 25 meeting rooms."
"Uppsala","Gamla Uppsalagatan 50","Gamla Uppsalagatan 50, 754 25 Uppsala, Sweden","59.875683","17.640683","1223","http://www.scandichotels.com/uppsalanord","https://lh3.googleusercontent.com/gps-proxy/AE4_-5F-wUHokmrNkuq2Inti_Fyshgl-7GhvCxF7yL9BZx-B32JrXdiYUvysyGzY-rWlNr5SJKBHAR3AwoBH49iRbY88NGkfIDJXLYbVhza7XHh-ZVXwpAXjtLBPCfypRxzOd2Pp7XhhEHZi1vGMgOQJjvErpmx2FTRdpxv114sMHxVfbCWG-IQXtL8-Zg=w1920-h1080-k-no","+46 18 495 23 00","Modern rooms in a relaxed hotel featuring a bar/restaurant, a sauna & a gym, plus free breakfast."
"Stockholm","Ringvägen 98","Ringvägen 98, 118 60 Stockholm, Sweden","59.3070649","18.0748087","4757","https://www.strawberry.se/hotell/sverige/stockholm/clarion-hotel-stockholm/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh5.googleusercontent.com/p/AF1QipMN-BkXcnhRwuL0FxOwxq75h3BVAGRZ7sP8hxbR=w1920-h1080-k-no","+46 8 462 10 00","Upscale choice with free breakfast, plus a vibrant restaurant/bar, a spa & a gym with yoga classes."
"Älvsjö","Götalandsvägen 218","Götalandsvägen 218, 125 44 Älvsjö, Sweden","59.2809499","18.0136541","835","https://connecthotels.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GsYnBKT4XTy7i_VoBNv1kp43pKUHDDZoja6XwiXTdHBTHw2u_wwVVwOsu822wimceJkCWqnYdPR9e4gi208Aohq_n8aQW1RCV-VP2hkXtq7py_CsHV8AaRG6SW5O9BjZX7SYLV_99CLwMGrP6JgeBjT3hPHM0yj8qoarce4ndpqbAWXAJO-e23=w1920-h1080-k-no","+46 8 749 61 60","Down-to-earth lodging featuring an airy restaurant & bar, plus complimentary breakfast."
"Rosersberg","Slottsvägen 203","Slottsvägen 203, 195 95 Rosersberg, Sweden","59.5741985","17.8439548","443","http://www.rosersbergsslott.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5FaL3htKNGXFHhchlnFYXRe_bhZqnLTp5f97OaQCNmz8WRY4j2ULD_bS6_jBGCtq04aZu_gJSGmP0xrTv5kXZ3hT6kXnnrwZjwrLRjyG3Cbw69AQDoV0VUh3LEG2I2dsO-ZgJuKudiTdCrwRh9WBxmUBgfjgWt47o8pOuyjexuZSiDCORjBJ861yw=w1920-h1080-k-no","+46 8 122 020 00","Grand 1600s palace featuring an upmarket hotel with stylish rooms, plus a restaurant & a museum."
"Sigtuna","Hertigvägen 7","Hertigvägen 7, 193 31 Sigtuna, Sweden","59.6195259","17.6878738","347","http://sigtunahojden.se/","https://lh5.googleusercontent.com/p/AF1QipMQjkVpyzoWHXme1g1EYasxmxDD0BUjFuRMhfHI=w1920-h1080-k-no","+46 8 592 577 00","Sleek rooms with lake views in a contemporary hotel offering an elegant restaurant, a bar & a spa."
"Vällingby","Maltesholmsvägen 1","Maltesholmsvägen 1, 165 55 Vällingby, Sweden","59.3655942","17.8546938","549","http://www.hesselbyslott.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5EH69W5TrXctOIKQs-w78LTOqXe6ienQVB-d_TA3_UyVJmTJrAeHAvP03bO2k2sTHLlOd3i0k-mr6BYYHqi1awbUGYneYQehWIFpV8UdQJBmQAYdu_ULdOcQTZ_YAl1Wg796kPRCh98vpdxUUwtM0gt9KfzuTvEJ6cV3QerJ2wum8VTSwHXg-Y=w1920-h1080-k-no","+46 8 445 51 40","Art & music-themed conference hotel set in a 17th-century castle surrounded by parklike gardens."
"Stockholm","Vanadisvägen 12","Vanadisvägen 12, 113 46 Stockholm, Sweden","59.3476387","18.0491869","1113","http://www.timehotel.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Ed8dKlnK7u12W61T9-hXtRg11mM4y_OlbH0OHCAjDc2FbHTgAFdZTtRxeJRaz5lnXKVq-EcBpGyTUCfbnjg5EW61iB5jD0BmWPxixd2t4j2kSfsRjRG7yDFESDPJc5X9u9dUvCXyYWckFGtQfgQnSQ7bB_rbVeMiNqPAoPCMYpY5ZBYIjmOSwB=w1920-h1080-k-no","+46 8 545 473 00","Upscale choice offering modern rooms, plus a lobby bar & a relaxation room, plus meeting space."
"Örsundsbro","Friiberghs Herrgård","Friiberghs Herrgård, 749 62 Örsundsbro, Sweden","59.6994444","17.5019444","364","http://www.friibergh.se/","https://lh5.googleusercontent.com/p/AF1QipPRKsktXAesnz-3DAGOS_81c8ka6fDgdsHYpXbA=w1920-h1080-k-no","+46 171 41 66 60","Elegant rooms & suites in a refined lakeside hotel with a restaurant, a golf course & event space."
